,number,title,subtitle,authors,publisher,published_date,category,distribution_expense
170,1987775260,"Purpose, Career and Business Analytics","A Workbook for Discovering Your Purpose, Choose the Right Career and the Best Businesses You Are Designed to Do",Moses Omojola,Createspace Independent Publishing Platform,2018-12-04,Business Analytics,4.22
171,9781120000000,Business Analytics,The Art of Modeling with Spreadsheets,"Stephen G. Powell, Kenneth R. Baker",Wiley Global Education,2020-07-05,Business Analytics,3.19
172,9781120000000,"Wiley CIA 2022 Exam Review, Part 3",Business Knowledge for Internal Auditing,S. Rao Vallabhaneni,John Wiley & Sons,2021-10-19,Business Analytics,6.9
173,9781620000000,"Contemporary Perspectives in Data Mining, Volume 1",,"Kenneth D. Lawrence, Ronald Klimberg",IAP,2013-01-04,Business Analytics,7.3
174,1639870881,"Business Intelligence and Analytics: Concepts, Techniques and Applications",,Samuel Brooks,Murphy & Moore Publishing,2021-11-16,Business Analytics,4.55
175,71596143,Successful Business Intelligence: Secrets to Making BI a Killer App,,Cindi Howson,McGraw Hill Professional,2007-12-17,Business Analytics,5.6
176,9781120000000,Business Model Generation,"A Handbook for Visionaries, Game Changers, and Challengers","Alexander Osterwalder, Yves Pigneur",John Wiley & Sons,2013-01-02,Business Analytics,4.55
177,9781940000000,"Budgeting, Forecasting, and Planning In Uncertain Times",,"Michael Coveney, Gary Cokins",John Wiley & Sons,2017-04-24,Business Analytics,5.6
178,9780070000000,Data Visualization for Oracle Business Intelligence 11g,,"Dan Vlamis, Tim Vlamis",McGraw Hill Professional,2015-02-13,Business Analytics,4.22
179,9781120000000,The Analytic Hospitality Executive,Implementing Data Analytics in Hotels and Casinos,Kelly A. McGuire,John Wiley & Sons,2016-06-09,Business Analytics,3.19
180,9780070000000,Building Integrated Business Intelligence Solutions with SQL Server 2008 R2 & Office 2010,,"Philo Janus, Stacia Misner",McGraw Hill Professional,2011-02-22,Business Analytics,6.9
181,9783320000000,Decision Support Systems VIII: Sustainable Data-Driven and Evidence-Based Decision Support,"4th International Conference, ICDSST 2018, Heraklion, Greece, May 22–25, 2018, Proceedings","Fatima Dargam, Pavlos Delias, Isabelle Linden, Bertrand Mareschal",Springer,2018-05-15,Business Analytics,7.3
182,9781790000000,Introduction to R for Business Intelligence,,Jay Gendron,Packt Publishing Ltd,2016-08-26,Business Analytics,4.55
183,9781140000000,Organization Design,Engaging with Change,Naomi Stanford,Routledge,2013-04-12,Business Analytics,5.6
184,9781290000000,Big Data Demystified,"How to use big data, data science and AI to make better business decisions and gain competitive advantage",David Stephenson,Pearson UK,2018-12-02,Business Analytics,4.22
185,9783030000000,Transgenerational Marketing,"Evolution, Expansion, and Experience",Rajagopal,Springer Nature,2019-11-20,Business Analytics,3.19
186,1259641481,"Delivering Business Intelligence with Microsoft SQL Server 2016, Fourth Edition",,Brian Larson,McGraw-Hill Education,2016-02-11,Business Analytics,6.9
187,9781610000000,Progressive Methods in Data Warehousing and Business Intelligence: Concepts and Competitive Analytics,Concepts and Competitive Analytics,"Taniar, David",IGI Global,2009-02-28,Business Analytics,7.3
188,9781120000000,Retail Analytics,The Secret Weapon,Emmett Cox,John Wiley & Sons,2011-10-18,Business Analytics,4.55
189,9780750000000,Scoring Points,How Tesco Continues to Win Customer Loyalty,"Clive Humby, Terry Hunt, Tim Phillips",Kogan Page Publishers,2008-03-08,Business Analytics,5.6
190,9781120000000,Business Intelligence and the Cloud,Strategic Implementation Guide,Michael S. Gendron,John Wiley & Sons,2014-12-05,Business Analytics,4.22
191,134057600,Global Business Analytics Models,"Concepts and Applications in Predictive, Healthcare, Supply Chain, and Finance Analytics",Hokey Min,Financial Times/Prentice Hall,2016-02-29,Business Analytics,3.19
192,9780390000000,Naked Statistics: Stripping the Dread from the Data,,Charles Wheelan,W. W. Norton & Company,2013-07-01,Business Analytics,6.9
193,3030437175,Beyond Business Analytics,The Foundations of Behavioral Perspective Theory,Eliezer Geisler,Palgrave Macmillan,2022-03-09,Business Analytics,7.3
194,938604241X,Winning on HR Analytics,Leveraging Data for Competitive Advantage,"Ramesh Soundararajan, Kuldeep Singh",Sage Publications Pvt. Limited,2016-08-12,Business Analytics,4.55
195,9783320000000,Information Technology - New Generations,15th International Conference on Information Technology,Shahram Latifi,Springer,2018-12-04,Business Analytics,5.6
196,9783320000000,Conceptual Modeling,"35th International Conference, ER 2016, Gifu, Japan, November 14-17, 2016, Proceedings","Isabelle Comyn-Wattiau, Katsumi Tanaka, Il-Yeol Song, Shuichiro Yamamoto, Motoshi Saeki",Springer,2016-07-11,Business Analytics,4.22
197,1773610279,Business Analysis,,Daizy Kaur,Society Publishing,2017-01-11,Business Analytics,3.19
198,1543700527,Stratégie,Business Intelligence & Analytics,Anupama Rajesh,PartridgeIndia,2017-06-07,Business Analytics,6.9
199,9781630000000,Market Data Analysis Using JMP (Hardcover edition),,Walter R. Paczkowski,SAS Institute,2018-05-02,Business Analytics,7.3
200,9781130000000,Concepts in Enterprise Resource Planning,,"Ellen Monk, Bret Wagner",Cengage Learning,2012-05-03,Business Analytics,4.55
201,9781470000000,CIMA - P3 Risk Management,,BPP Learning Media,BPP Learning Media,2015-06-30,Business Analytics,5.6
202,9780470000000,Pentaho Solutions,Business Intelligence and Data Warehousing with Pentaho and MySQL,"Roland Bouman, Jos van Dongen",John Wiley & Sons,2010-09-23,Business Analytics,4.22
203,9781120000000,Too Big to Ignore,The Business Case for Big Data,Phil Simon,John Wiley & Sons,2013-05-03,Business Analytics,3.19
204,9781140000000,Routledge Handbook of Research Methods in Military Studies,,"Joseph Soeters, Patricia M. Shields, Sebastiaan Rietjens",Routledge,2014-06-27,Business Analytics,6.9
205,9783320000000,Decision Support Systems VI - Addressing Sustainability and Societal Challenges,"2nd International Conference, ICDSST 2016, Plymouth, UK, May 23–25, 2016, Proceedings","Shaofeng Liu, Boris Delibašić, Festus Oderanti",Springer,2016-05-17,Business Analytics,7.3
206,9781520000000,Technology Optimization and Change Management for Successful Digital Supply Chains,,"Sabri, Ehap",IGI Global,2019-01-03,Business Analytics,4.55
207,9781630000000,Business unIntelligence,Insight and Innovation beyond Analytics and Big Data,Dr. Barry Devlin,Technics Publications,2013-01-10,Business Analytics,5.6
208,9781630000000,Business Analysis for Practitioners,A Practice Guide,Project Management Institute,Project Management Institute,2015-01-01,Business Analytics,4.22
209,9781350000000,Pricing Analytics,Models and Advanced Quantitative Techniques for Product Pricing,Walter R. Paczkowski,Routledge,2018-06-27,Business Analytics,3.19
210,9781450000000,Lean Analytics,Use Data to Build a Better Startup Faster,"Alistair Croll, Benjamin Yoskovitz","""O'Reilly Media, Inc.""",2013-04-15,Business Analytics,6.9
211,9781790000000,Annals of Entrepreneurship Education and Pedagogy – 2021,,"Charles H. Matthews, Eric W. Liguori",Edward Elgar Publishing,2021-01-29,Business Analytics,7.3
212,9781530000000,"Foundations of Programming, Statistics, and Machine Learning for Business Analytics",,"Ram Gopal, Dan Philps, Tillman Weyde",SAGE,2023-04-29,Business Analytics,4.55
213,9780310000000,Science Professionals,Master's Education for a Competitive World,"National Research Council, Policy and Global Affairs, Board on Higher Education and Workforce, Committee on Enhancing the Masters Degree in the Natural Sciences",National Academies Press,2008-09-26,Business Analytics,5.6
214,134633288,Business Intelligence,A Managerial Perspective on Analytics,"Ramesh Sharda, Dursun Delen, Efraim Turban",Pearson,2017-01-13,Business Analytics,4.55
215,9789810000000,"Advances in Tourism, Technology and Systems","Selected Papers from ICOTTS 2021, Volume 1","António Abreu, Dália Liberato, Juan Carlos Garcia Ojeda",Springer Nature,2022-07-25,Business Analytics,5.6
216,1516595769,Management Science,A Dialectical Approach (First Edition),"William Swart, Ken MacLeod",Cognella Academic Publishing,2021-11-01,Business Analytics,4.22
217,9781120000000,Trade-Based Money Laundering,The Next Frontier in International Money Laundering Enforcement,John A. Cassara,John Wiley & Sons,2015-10-29,Business Analytics,3.19
218,9781120000000,Getting a Big Data Job For Dummies,,Jason Williamson,John Wiley & Sons,2014-12-31,Business Analytics,6.9
219,303121479X,Applied Linear Regression for Business Analytics with R,A Practical Guide to Data Science with Case Studies,Daniel P. McGibney,Springer,2023-04-24,Business Analytics,7.3
220,9780070000000,Microsoft® SQL Server 2008 R2 Analytics & Data Visualization,,"Doug Harts, Jim Dugan, Tricia Almas",McGraw Hill Professional,2010-09-30,Business Analytics,4.55
221,9789810000000,Advances in Analytics and Applications,,Arnab Kumar Laha,Springer,2018-07-09,Business Analytics,5.6
222,9783040000000,Big Data Research for Social Sciences and Social Impact,,"Miltiadis D. Lytras, Anna Visvizi, Kwok Tai Chui",MDPI,2020-03-19,Business Analytics,4.22
223,9780070000000,Oracle Business Intelligence 11g Developers Guide,,Mark Rittman,McGraw Hill Professional,2012-09-22,Business Analytics,3.19
224,9781780000000,Social Media Audits,Achieving Deep Impact Without Sacrificing the Bottom Line,Urs E Gattiker,Chandos Publishing,2013-10-31,Business Analytics,6.9
225,9781430000000,PowerPivot for Business Intelligence Using Excel and SharePoint,,Barry Ralston,Apress,2011-07-14,Business Analytics,7.3
226,9781520000000,"Encyclopedia of Information Science and Technology, Fourth Edition",,"Khosrow-Pour, D.B.A., Mehdi",IGI Global,2017-06-20,Business Analytics,4.55
227,1032474289,Advanced Problem Solving Using Maple,"Applied Mathematics, Operations Research, Business Analytics, and Decision Analysis","William P. Fox, William Bauldry",CRC Press,2023-09-01,Business Analytics,5.6
228,1628250690,Business Analysis for Practitioners,A Practice Guide,Project Management Institute,Project Management Inst,2015-01-01,Business Analytics,4.22
229,9781800000000,Learning Tableau 2020,"Create effective data visualizations, build interactive visual analytics, and transform your organization, 4th Edition",Joshua N. Milligan,Packt Publishing Ltd,2020-08-31,Business Analytics,3.19
230,9780260000000,Big Data Is Not a Monolith,,"Cassidy R. Sugimoto, Hamid R. Ekbia, Michael Mattioli",MIT Press,2016-10-21,Business Analytics,6.9
231,359884865,Analytics,"Business Intelligence, Algorithms and Statistical Analysis",Todd J. Blatt,Lulu.com,2019-08-29,Business Analytics,7.3
232,9781520000000,Improving E-Commerce Web Applications Through Business Intelligence Techniques,,"Sreedhar, G.",IGI Global,2018-02-02,Business Analytics,4.55
233,9781120000000,Marketing Analytics,Data-Driven Techniques with Microsoft Excel,Wayne L. Winston,John Wiley & Sons,2014-01-13,Business Analytics,5.6
234,9780070000000,IBM Cognos Business Intelligence 10: The Official Guide,,"Dan Volitich, Gerard Ruppert",McGraw Hill Professional,2012-04-27,Business Analytics,4.22
235,9781120000000,Applied Predictive Analytics,Principles and Techniques for the Professional Data Analyst,Dean Abbott,John Wiley & Sons,2014-04-14,Business Analytics,3.19
236,9781910000000,ECGBL2015-9th European Conference on Games Based Learning,ECGBL2015,Robin Munkvold and Line Kolås,Academic Conferences and publishing limited,2015-09-18,Business Analytics,6.9
237,3031242939,Operational Research in the Era of Digital Transformation and Business Analytics,"BALCOR 2020, Thessaloniki, Greece, September 30-October 3, 2020","Nikolaos F. Matsatsinis, Fotis C. Kitsios, Michael A. Madas, Maria I. Kamariotou",Springer,2023-03-16,Business Analytics,7.3
238,9780070000000,Oracle Business Intelligence Applications,Deliver Value Through Rapid Implementations,"Simon Miller, William Hutchinson",McGraw Hill Professional,2013-06-28,Business Analytics,4.55
239,9781420000000,Big Data at Work,"Dispelling the Myths, Uncovering the Opportunities",Thomas Davenport,Harvard Business Review Press,2014-04-02,Business Analytics,5.6
240,9781000000000,Business Intelligence and Big Data,Drivers of Organizational Success,Celina M. Olszak,CRC Press,2020-11-18,Business Analytics,4.22
241,9781120000000,Data Science and Big Data Analytics,"Discovering, Analyzing, Visualizing and Presenting Data",EMC Education Services,John Wiley & Sons,2015-01-27,Business Analytics,3.19
242,9780260000000,"Fundamentals of Machine Learning for Predictive Data Analytics, second edition","Algorithms, Worked Examples, and Case Studies","John D. Kelleher, Brian Mac Namee, Aoife DArcy",MIT Press,2020-10-20,Business Analytics,6.9
243,9781350000000,Management Consultancy,The Role of the Change Agent,"Julian Randall, Bernard Burnes, Allan J. Sim",Bloomsbury Publishing,2018-09-19,Business Analytics,7.3
244,1788297237,Mastering Microsoft Power Bi,,Brett Powell,Packt Publishing,2018-03-29,Business Analytics,4.55
245,9781520000000,Sentiment Analysis and Knowledge Discovery in Contemporary Business,,"Rajput, Dharmendra Singh, Thakur, Ramjeevan Singh, Basha, S. Muzamil",IGI Global,2018-08-31,Business Analytics,5.6
246,9781120000000,Professional Microsoft SQL Server 2012 Analysis Services with MDX and DAX,,"Sivakumar Harinath, Ronald Pihlgren, Denny Guang-Yeu Lee, John Sirmon, Robert M. Bruckner",John Wiley & Sons,2012-02-10,Business Analytics,4.22
247,1111972281,Business Analysis and Valuation,,"Krishna G. Palepu, Paul M. Healy",South-Western Pub,2012-09-11,Business Analytics,3.19
248,9780070000000,Oracle Business Intelligence Applications: Deliver Value Through Rapid Implementations,,"Simon Miller, William Hutchinson",McGraw Hill Professional,2013-05-07,Business Analytics,6.9
249,1118582691,Management Science,The Art of Modeling with Spreadsheets,"Stephen G. Powell, Kenneth R. Baker",Wiley,2013-07-10,Business Analytics,7.3
250,1538834235,STUDYGUIDE FOR ESSENTIALS OF B,,Cram101 Textbook Reviews,Cram101,2016-12-20,Business Analytics,4.55
251,1538834138,STUDYGUIDE FOR ESSENTIALS OF B,,Cram101 Textbook Reviews,Cram101,2016-12-20,Business Analytics,5.6
252,253016282,Introductory Business Analytics,An Introduction to Analytical Techniques,"Kari Johnson, Jay Newquist, Aaron B. Perry, Christopher G. Robbins, Sarah P. Sherry, Daniel Carroll",Indiana University Press,2014-07-07,Business Analytics,4.55
253,1547089296,Data Analytics,Become a Master in Data Analytics,Richard Dorsey,Createspace Independent Publishing Platform,2017-02-06,Business Analytics,5.6
254,9781290000000,"eBook Instant Access for Business Intelligence, Global Edition",,"Ramesh Sharda, Efraim Turban, Dursun Delen, David King",Pearson Higher Ed,2015-04-17,Business Analytics,4.22
255,1538834197,STUDYGUIDE FOR ESSENTIALS OF B,,Cram101 Textbook Reviews,Cram101,2016-12-20,Business Analytics,3.19
256,9780470000000,Performance Dashboards,"Measuring, Monitoring, and Managing Your Business",Wayne W. Eckerson,John Wiley & Sons,2005-10-27,Business Analytics,6.9
257,9781520000000,Predicting Trends and Building Strategies for Consumer Engagement in Retail Environments,,"Granata, Giuseppe, Moretta Tartaglione, Andrea, Tsiakis, Theodosios",IGI Global,2019-05-30,Business Analytics,7.3
258,9781120000000,Applied Microsoft Business Intelligence,,Jessica M. Moss,John Wiley & Sons,2015-05-26,Business Analytics,4.55
